Topic,Year,Source,Top_15_Words
Topic_4,1987,HBR,"year, people, world, case, man, city, work, place, life, show, national, age, kind, power, small"
Topic_4,1987,ILR,"year, people, case, national, work, age, man, world, city, place, show, government, state, young, public"
Topic_4,1992,Shared,"world, american, city, year, white, state, years, air, school, public, life, children, political, house, back"
Topic_4,1992,COHA,"years, world, city, american, children, white, back, million, year, state, house, night, air, president, school"
Topic_4,1992,HBR,"world, year, public, state, people, government, american, city, school, man, life, place, political, power, free"
Topic_4,1992,ILR,"year, world, state, public, government, school, man, place, city, national, american, political, life, work, people"
Topic_4,1997,Shared,"people, life, home, school, world, american, lot, history, love, years, director, year, heart, president, top"
Topic_4,1997,COHA,"years, home, life, people, school, american, back, house, world, president, made, history, love, children, year"
Topic_4,1997,HBR,"people, life, year, world, home, school, director, small, feel, top, today, lot, history, american, company"
Topic_4,1997,ILR,"people, life, year, school, home, world, small, director, american, state, man, history, public, today, feel"
Topic_4,2002,Shared,"people, school, life, world, big, top, year, back, million, white, today, state, home, years, intelligence"
Topic_4,2002,COHA,"people, school, life, years, back, world, million, white, home, state, big, year, president, found, today"
Topic_4,2002,HBR,"people, year, school, life, world, big, state, top, show, call, end, place, today, set, feel"
Topic_4,2002,ILR,"people, school, year, life, world, state, show, place, big, home, man, set, end, top, small"
Topic_4,2007,Shared,"world, state, american, year, home, war, week, life, political, national, people, man, government, military, school"
Topic_4,2007,COHA,"world, state, american, home, week, year, war, city, life, years, house, political, school, people, military"
Topic_4,2007,HBR,"world, year, state, people, work, man, life, public, government, home, place, school, american, national, power"
Topic_4,2007,ILR,"state, world, year, government, national, public, work, man, week, home, political, people, life, war, school"
Topic_4,2012,Shared,"people, life, american, water, back, black, million, city, home, world, year, past, man, house, ball"
Topic_4,2012,COHA,"life, people, american, water, back, city, million, home, house, year, black, world, president, years, man"
Topic_4,2012,HBR,"people, life, year, world, man, home, american, feel, water, run, today, kind, put, city, company"
Topic_4,2012,ILR,"people, life, year, man, world, american, home, water, city, run, school, kind, feel, today, past"
Topic_4,2017,Shared,"people, hit, world, set, life, year, bad, home, game, state, lot, history, love, stop, start"
Topic_4,2017,COHA,"people, world, state, year, home, life, night, set, hit, school, president, american, public, million, back"
Topic_4,2017,HBR,"people, year, world, set, hit, life, work, start, bad, state, home, feel, place, run, company"
Topic_4,2017,ILR,"people, year, world, set, state, work, life, public, home, hit, place, bad, start, school, center"
Topic_5,1922,Shared,"price, company, year, case, cost, increase, market, work, result, public, system, sale, rate, industry, show"
Topic_5,1922,COHA,"price, year, company, case, cost, increase, public, market, work, result, system, sale, rate, industry, man"
Topic_5,1922,HBR,"price, company, cost, case, market, increase, sale, year, result, system, rate, public, demand, industry, work"
Topic_5,1922,ILR,"price, case, increase, company, year, cost, work, result, system, industry, market, public, rate, demand, organization"
Topic_5,1927,Shared,"bank, year, company, market, cost, price, industry, interest, policy, result, material, increase, work, low, small"
Topic_5,1927,COHA,"bank, year, company, market, cost, price, industry, interest, policy, small, state, material, result, foreign, man"
Topic_5,1927,HBR,"bank, company, market, cost, price, year, interest, material, industry, policy, increase, result, method, credit, sale"
Topic_5,1927,ILR,"bank, industry, year, cost, market, increase, company, interest, policy, price, result, work, trade, material, method"
Topic_5,1932,Shared,"bank, cost, production, interest, industry, volume, policy, sale, company, depression, market, result, trade, system, increase"
Topic_5,1932,COHA,"bank, cost, interest, production, policy, industry, company, gold, volume, sale, depression, system, market, result, small"
Topic_5,1932,HBR,"bank, cost, volume, production, interest, depression, sale, policy, industry, material, capital, company, decline, gold, increase"
Topic_5,1932,ILR,"bank, cost, industry, production, trade, policy, economic, increase, interest, work, result, system, volume, form, depression"
Topic_5,1937,Shared,"price, cost, volume, loan, rate, industry, plant, work, change, increase, bank, import, production, factor, method"
Topic_5,1937,COHA,"price, cost, loan, volume, rate, plant, work, industry, bank, change, increase, production, year, system, amount"
Topic_5,1937,HBR,"price, loan, volume, cost, bank, plant, import, rate, production, debt, factor, merchandise, taxation, industry, increase"
Topic_5,1937,ILR,"price, cost, work, industry, increase, rate, volume, loan, production, change, economic, labor, method, system, factor"
Topic_5,1942,Shared,"company, price, control, change, cost, product, industry, management, production, plan, man, program, year, market, increase"
Topic_5,1942,COHA,"company, control, price, change, cost, product, man, year, industry, plan, production, small, management, program, policy"
Topic_5,1942,HBR,"price, company, control, cost, product, change, production, industry, management, corporation, plan, man, increase, income, policy"
Topic_5,1942,ILR,"price, control, change, industry, cost, production, company, increase, work, plan, policy, year, income, product, program"
Topic_5,1947,Shared,"plan, company, price, case, year, man, small, cost, period, change, production, income, industry, profit, control"
Topic_5,1947,COHA,"plan, company, year, price, man, case, small, control, cost, production, change, period, program, income, industry"
Topic_5,1947,HBR,"company, price, plan, case, profit, cost, man, production, year, period, small, control, income, stock, change"
Topic_5,1947,ILR,"plan, case, price, year, company, industry, production, period, income, increase, union, cost, economic, change, man"
Topic_5,1952,Shared,"year, industry, group, company, work, change, important, man, cost, increase, union, management, service, case, sale"
Topic_5,1952,COHA,"year, industry, man, group, company, important, work, change, cost, union, increase, small, department, management, case"
Topic_5,1952,HBR,"company, sale, industry, year, cost, management, man, group, important, change, increase, department, basis, control, competition"
Topic_5,1952,ILR,"industry, year, group, increase, work, change, cost, union, important, company, economic, man, basis, case, income"
Topic_5,1957,Shared,"management, work, company, industry, production, product, employee, development, level, job, require, market, cost, organization, plant"
Topic_5,1957,COHA,"management, work, company, industry, production, product, job, employee, development, cost, market, level, plant, require, system"
Topic_5,1957,HBR,"management, company, product, production, plant, industry, cost, market, investment, require, price, executive, work, job, capital"
Topic_5,1957,ILR,"work, industry, management, production, development, employee, level, require, increase, job, activity, company, product, provide, organization"
Topic_5,1962,Shared,"man, year, price, tax, company, work, cost, case, people, plan, change, program, rate, area, show"
Topic_5,1962,COHA,"man, year, price, tax, people, work, company, case, cost, plan, show, program, change, area, government"
Topic_5,1962,HBR,"man, price, company, tax, year, cost, businessman, management, plan, case, change, interest, rate, people, result"
Topic_5,1962,ILR,"year, man, work, price, case, cost, tax, plan, rate, change, company, program, area, result, show"
Topic_5,1967,Shared,"company, cost, policy, work, year, sale, group, system, change, bank, price, management, market, result, command"
Topic_5,1967,COHA,"company, year, cost, policy, work, group, system, sale, man, change, bank, price, government, interest, foreign"
Topic_5,1967,HBR,"company, sale, cost, bank, command, management, price, policy, product, advertising, system, change, group, market, year"
Topic_5,1967,ILR,"work, company, policy, year, cost, system, group, change, result, case, government, form, development, economic, industry"
Topic_5,1972,Shared,"company, management, consumer, plan, control, organization, program, interest, cost, change, year, manager, increase, price, advertising"
Topic_5,1972,COHA,"company, management, consumer, control, year, plan, interest, program, organization, tax, cost, change, price, people, advertising"
Topic_5,1972,HBR,"company, management, consumer, control, advertising, manager, plan, sale, cost, interest, organization, price, tax, decision, program"
Topic_5,1972,ILR,"company, organization, management, plan, program, year, increase, interest, change, consumer, control, cost, result, work, group"
Topic_5,1977,Shared,"company, management, cost, energy, job, change, level, employee, corporate, market, people, decision, multinational, approach, price"
Topic_5,1977,COHA,"company, energy, management, cost, people, job, change, year, level, employee, corporate, market, price, decision, service"
Topic_5,1977,HBR,"company, management, cost, corporate, energy, executive, multinational, manager, decision, change, market, sale, employee, price, job"
Topic_5,1977,ILR,"company, management, cost, job, level, employee, change, work, energy, market, service, increase, productivity, decision, people"
Topic_5,1982,Shared,"cost, company, year, price, change, industry, system, service, real, market, program, management, group, show, rate"
Topic_5,1982,COHA,"cost, company, year, price, real, change, man, industry, system, service, show, control, group, program, line"
Topic_5,1982,HBR,"company, cost, price, year, change, management, system, product, industry, real, control, service, market, manager, decision"
Topic_5,1982,ILR,"cost, company, year, change, industry, price, system, service, program, market, group, work, real, rate, management"
Topic_5,1987,Shared,"work, year, system, government, market, economic, organization, cost, group, people, world, company, country, industry, employee"
Topic_5,1987,COHA,"year, work, government, system, people, world, market, group, economic, company, cost, organization, set, country, industry"
Topic_5,1987,HBR,"work, system, year, company, government, market, people, organization, cost, world, management, group, employee, decision, industry"
Topic_5,1987,ILR,"work, system, year, government, economic, market, organization, country, group, cost, industry, employee, job, world, company"
Topic_5,1992,Shared,"cost, year, company, management, service, product, change, begin, employee, price, work, board, industry, system, government"
Topic_5,1992,COHA,"year, cost, company, management, service, product, begin, change, board, government, price, work, employee, industry, system"
Topic_5,1992,HBR,"company, management, product, cost, year, service, begin, change, board, manager, employee, price, system, work, industry"
Topic_5,1992,ILR,"cost, year, management, service, company, change, product, work, employee, begin, industry, system, price, government, program"
Topic_5,1997,Shared,"company, market, manager, year, executive, product, information, system, change, management, cost, service, job, group, result"
Topic_5,1997,COHA,"company, market, year, manager, executive, people, product, information, system, site, change, small, group, important, cost"
Topic_5,1997,HBR,"company, market, manager, year, executive, product, information, system, management, change, people, service, cost, performance, important"
Topic_5,1997,ILR,"company, market, year, manager, system, information, product, change, executive, job, service, management, work, cost, result"
Topic_5,2002,Shared,"company, people, market, change, work, manager, job, year, offer, cost, product, system, service, leader, team"
Topic_5,2002,COHA,"people, company, market, year, change, world, work, manager, job, offer, team, cost, leader, real, product"
Topic_5,2002,HBR,"company, people, market, manager, work, change, leader, product, offer, team, year, service, cost, system, marketing"
Topic_5,2002,ILR,"company, people, market, work, change, job, year, manager, cost, offer, system, service, product, low, important"
Topic_5,2007,Shared,"market, company, system, year, group, change, people, cost, power, result, future, economic, government, world, product"
Topic_5,2007,COHA,"year, market, system, company, people, power, world, group, government, future, man, change, small, cost, result"
Topic_5,2007,HBR,"company, market, system, year, people, product, group, power, change, world, future, cost, result, offer, management"
Topic_5,2007,ILR,"market, system, company, year, group, change, economic, result, cost, government, power, people, work, future, low"
Topic_5,2012,Shared,"company, market, change, product, people, cost, executive, year, offer, team, decision, process, group, work, system"
Topic_5,2012,COHA,"company, people, market, year, change, product, cost, executive, offer, team, group, work, control, decision, system"
Topic_5,2012,HBR,"company, people, change, market, product, executive, year, offer, cost, team, work, decision, create, leader, process"
Topic_5,2012,ILR,"company, market, change, product, people, cost, year, executive, offer, work, group, system, process, decision, control"
Topic_5,2017,Shared,"company, people, customer, feel, work, year, product, market, share, create, process, firm, research, manager, change"
Topic_5,2017,COHA,"people, company, year, feel, work, customer, career, share, lead, product, market, change, research, idea, information"
Topic_5,2017,HBR,"people, company, customer, feel, work, create, product, team, year, manager, lead, idea, share, research, process"
Topic_5,2017,ILR,"company, people, work, year, customer, market, feel, share, firm, change, product, process, research, lead, create"
Topic_6,1922,Shared,"street, states, governor, found, american, morning, hundred, united, party, people, president, church, business, story, league"
Topic_6,1922,COHA,"street, states, morning, found, church, years, governor, united, hundred, made, story, ago, league, president, american"
Topic_6,1922,HBR,"people, american, party, street, president, life, business, home, hundred, found, governor, morning, room, story, put"
Topic_6,1922,ILR,"people, party, american, life, home, work, year, room, put, street, president, world, found, business, human"
Topic_6,1927,Shared,"made, years, street, men, american, man, back, city, times, york, president, night, house, war, women"
Topic_6,1927,COHA,"years, made, men, street, back, times, women, york, ago, called, thought, night, american, morning, found"
Topic_6,1927,HBR,"man, american, city, war, street, made, house, years, life, president, men, night, world, young, back"
Topic_6,1927,ILR,"man, american, war, city, life, year, house, young, state, world, week, court, night, street, president"
Topic_6,1932,Shared,"made, president, years, states, men, york, roosevelt, left, days, ago, told, back, called, united, women"
Topic_6,1932,COHA,"made, years, men, left, days, ago, president, women, york, told, states, things, called, looked, heard"
Topic_6,1932,HBR,"president, made, years, house, american, states, back, men, york, people, left, roosevelt, united, hundred, bill"
Topic_6,1932,ILR,"president, made, house, american, years, people, back, bill, states, men, york, today, white, week, left"
Topic_6,1937,Shared,"men, years, british, week, germany, war, miles, german, twenty, called, made, spain, days, father, women"
Topic_6,1937,COHA,"years, men, miles, germany, spain, twenty, called, days, british, women, father, made, week, eyes, hours"
Topic_6,1937,HBR,"week, war, british, german, years, men, germany, american, house, peace, young, miles, state, man, father"
Topic_6,1937,ILR,"week, war, british, german, years, men, american, germany, house, state, young, man, town, peace, year"
Topic_6,1942,Shared,"men, army, navy, twenty, military, years, days, officers, war, germany, sir, british, week, france, marshal"
Topic_6,1942,COHA,"men, army, twenty, days, navy, jap, years, officers, miles, words, troops, marshal, russia, sir, italy"
Topic_6,1942,HBR,"army, men, military, war, week, navy, british, american, man, years, air, twenty, french, house, government"
Topic_6,1942,ILR,"army, men, war, military, week, british, navy, american, man, french, air, government, years, house, twenty"
Topic_6,1947,Shared,"united, states, years, made, nations, back, president, york, times, communist, told, soviet, washington, asked, men"
Topic_6,1947,COHA,"years, united, nations, states, made, korea, back, times, told, asked, called, york, washington, children, days"
Topic_6,1947,HBR,"united, states, years, president, made, back, soviet, nations, city, world, communist, party, york, today, american"
Topic_6,1947,ILR,"united, states, years, president, made, back, soviet, city, world, nations, party, communist, york, american, young"
Topic_6,1952,Shared,"communist, made, united, years, senator, states, communists, men, president, york, back, west, truman, told, found"
Topic_6,1952,COHA,"communist, years, made, communists, senator, truman, states, united, men, miles, eisenhower, told, york, called, began"
Topic_6,1952,HBR,"communist, president, made, united, american, years, senator, states, world, soviet, back, found, men, city, york"
Topic_6,1952,ILR,"communist, made, united, president, years, american, senator, states, world, back, soviet, found, men, city, york"
Topic_6,1957,Shared,"united, president, years, made, back, kennedy, washington, called, days, told, states, miles, left, east, moscow"
Topic_6,1957,COHA,"years, kennedy, back, united, made, washington, miles, called, days, told, left, president, east, began, turned"
Topic_6,1957,HBR,"president, united, back, week, people, young, war, years, world, made, night, party, kennedy, military, boy"
Topic_6,1957,ILR,"president, united, back, week, years, made, young, war, night, people, kennedy, world, party, washington, boy"
Topic_6,1962,Shared,"years, made, united, states, york, back, times, called, johnson, told, president, men, white, john, washington"
Topic_6,1962,COHA,"years, johnson, made, york, states, united, called, times, told, john, back, began, goldwater, left, days"
Topic_6,1962,HBR,"years, made, president, united, white, back, states, york, world, people, american, million, house, city, big"
Topic_6,1962,ILR,"years, made, united, president, states, white, back, york, million, times, american, world, house, johnson, people"
Topic_6,1967,Shared,"israel, york, israeli, arab, chicago, began, years, women, president, police, made, south, violence, ago, left"
Topic_6,1967,COHA,"israel, york, israeli, began, chicago, years, women, arab, led, americans, made, left, ago, talks, john"
Topic_6,1967,HBR,"president, israel, arab, york, american, israeli, school, south, soviet, police, college, chicago, plane, violence, years"
Topic_6,1967,ILR,"israel, york, arab, president, israeli, american, chicago, south, police, soviet, school, years, college, plane, women"
Topic_6,1972,Shared,"kissinger, watergate, israel, years, vietnamese, asked, york, saigon, viet, began, nam, cia, daley, israeli, prisoners"
Topic_6,1972,COHA,"kissinger, watergate, israel, years, vietnamese, cia, saigon, asked, daley, began, viet, israeli, york, nam, heroin"
Topic_6,1972,HBR,"kissinger, watergate, israel, years, vietnamese, york, asked, editor, israeli, viet, saigon, made, president, began, news"
Topic_6,1972,ILR,"kissinger, watergate, israel, years, vietnamese, york, asked, viet, saigon, israeli, began, editor, made, nam, daley"
Topic_6,1977,Shared,"carter, iran, reagan, shah, told, jimmy, kennedy, won, saudi, years, israeli, africa, vance, hostages, angeles"
Topic_6,1977,COHA,"carter, iran, reagan, shah, jimmy, saudi, kennedy, told, won, hostages, angeles, jerry, koch, arabia, shirley"
Topic_6,1977,HBR,"carter, iran, reagan, kennedy, told, shah, president, jimmy, years, israeli, million, business, won, saudi, made"
Topic_6,1977,ILR,"carter, iran, reagan, told, kennedy, shah, jimmy, won, years, saudi, israeli, made, president, vance, africa"
Topic_6,1982,Shared,"years, million, reagan, nuclear, called, didn, back, things, lebanon, doesn, ago, california, months, made, told"
Topic_6,1982,COHA,"didn, reagan, doesn, years, lebanon, beirut, ronald, million, tv, analysts, nuclear, called, california, things, david"
Topic_6,1982,HBR,"years, million, nuclear, reagan, back, called, made, companies, things, ago, months, california, percent, told, television"
Topic_6,1982,ILR,"years, million, nuclear, reagan, back, called, made, things, ago, months, didn, california, companies, told, lebanon"
Topic_6,1987,Shared,"years, back, made, million, washington, called, left, president, days, america, black, east, la, children, york"
Topic_6,1987,COHA,"years, back, made, million, left, called, la, tv, washington, black, game, children, days, east, began"
Topic_6,1987,HBR,"years, back, million, president, made, world, life, people, city, black, house, art, man, white, left"
Topic_6,1987,ILR,"years, back, made, million, president, black, left, washington, city, house, called, life, america, world, art"
Topic_6,1992,Shared,"years, back, percent, life, made, black, found, million, kids, book, game, dark, women, art, white"
Topic_6,1992,COHA,"years, kids, percent, cup, back, dark, game, black, christmas, pepper, women, fish, bush, fat, life"
Topic_6,1992,HBR,"years, life, back, people, book, black, percent, world, art, game, house, million, american, found, home"
Topic_6,1992,ILR,"years, back, life, percent, black, found, book, million, made, people, game, art, house, white, american"
Topic_6,1997,Shared,"fat, bowl, cups, pepper, back, teaspoon, times, made, years, miles, games, sports, tablespoons, percent, beach"
Topic_6,1997,COHA,"fat, cups, pepper, teaspoon, bowl, tablespoons, cheese, bike, protein, inch, cook, garlic, sodium, baking, games"
Topic_6,1997,HBR,"fat, people, back, bowl, percent, home, pepper, love, times, cups, made, teaspoon, million, years, white"
Topic_6,1997,ILR,"fat, bowl, back, cups, pepper, times, teaspoon, made, percent, years, miles, games, people, sports, church"
Topic_6,2002,Shared,"years, back, kids, heat, love, percent, million, people, season, minutes, lot, cook, big, chicken, fat"
Topic_6,2002,COHA,"kids, heat, cook, fat, salt, chicken, sauce, season, minutes, years, love, percent, inch, iraq, back"
Topic_6,2002,HBR,"people, back, big, heat, love, lot, years, million, life, home, percent, season, oil, team, top"
Topic_6,2002,ILR,"years, back, people, heat, love, million, kids, percent, season, lot, big, cook, fat, minutes, black"
Topic_6,2007,Shared,"minutes, cup, back, years, makes, percent, fat, cups, women, left, made, bowl, heat, parents, pepper"
Topic_6,2007,COHA,"cup, minutes, cups, fat, pepper, heat, bowl, oven, inch, tsp, chopped, cool, percent, back, makes"
Topic_6,2007,HBR,"minutes, back, cup, fat, heat, percent, years, water, white, season, makes, room, cool, guy, home"
Topic_6,2007,ILR,"minutes, cup, back, years, makes, percent, fat, heat, left, women, made, bowl, cups, parents, pepper"
Topic_6,2012,Shared,"amp, trump, star, minutes, cup, researchers, kids, telescope, scientists, golf, obama, features, players, game, years"
Topic_6,2012,COHA,"amp, trump, cup, star, minutes, researchers, kids, telescope, pepper, sauce, obama, golf, tsp, features, media"
Topic_6,2012,HBR,"amp, trump, star, cup, game, minutes, researchers, kids, sky, love, golf, telescope, rock, percent, obama"
Topic_6,2012,ILR,"amp, trump, star, minutes, cup, researchers, kids, telescope, scientists, game, golf, obama, features, sky, rock"
Topic_6,2017,Shared,"trump, back, amp, season, years, facebook, news, movie, president, people, including, told, monday, black, wednesday"
Topic_6,2017,COHA,"trump, amp, facebook, season, album, back, movie, images, media, years, wednesday, ap, including, video, twitter"
Topic_6,2017,HBR,"trump, people, season, back, amp, facebook, news, team, big, years, president, movie, black, story, world"
Topic_6,2017,ILR,"trump, back, season, amp, years, news, facebook, people, movie, president, black, monday, including, told, big"
Topic_7,1922,Shared,"labor, work, international, worker, trade, state, industrial, law, agricultural, organization, country, cooperative, social, condition, society"
Topic_7,1922,COHA,"labor, work, international, state, worker, law, trade, industrial, country, organization, society, social, government, agricultural, union"
Topic_7,1922,HBR,"labor, work, international, worker, state, trade, organization, industrial, law, country, condition, social, cooperative, society, agricultural"
Topic_7,1922,ILR,"labor, international, agricultural, work, worker, cooperative, industrial, trade, association, federation, legislation, organization, resolution, state, law"
Topic_7,1927,Shared,"native, industrial, report, question, work, labor, international, law, agricultural, economic, worker, organization, deal, enquiry, trade"
Topic_7,1927,COHA,"report, native, industrial, question, work, labor, law, international, economic, state, deal, organization, worker, government, agricultural"
Topic_7,1927,HBR,"industrial, report, question, work, native, labor, economic, organization, law, deal, international, system, trade, worker, government"
Topic_7,1927,ILR,"native, report, industrial, enquiry, agricultural, question, labor, international, work, deal, german, conference, organization, law, worker"
Topic_7,1932,Shared,"labor, work, worker, agricultural, international, country, report, economic, industrial, unemployment, insurance, government, condition, state, wage"
Topic_7,1932,COHA,"labor, work, worker, international, country, agricultural, economic, government, report, state, industrial, conference, condition, national, insurance"
Topic_7,1932,HBR,"labor, work, worker, economic, international, country, agricultural, report, industrial, government, state, condition, industry, conference, deal"
Topic_7,1932,ILR,"labor, agricultural, worker, international, work, conference, report, industrial, economic, country, condition, unemployment, insurance, deal, land"
Topic_7,1937,Shared,"work, social, report, labor, economic, industry, organization, year, system, country, employment, question, trade, office, international"
Topic_7,1937,COHA,"work, social, report, economic, labor, organization, year, industry, country, state, system, office, question, law, trade"
Topic_7,1937,HBR,"work, social, report, economic, organization, industry, labor, year, system, question, country, trade, law, state, union"
Topic_7,1937,ILR,"social, work, labor, report, organization, economic, international, industry, employment, conference, country, trade, land, worker, office"
Topic_7,1942,Shared,"labor, international, government, worker, work, reconstruction, industry, service, industrial, measure, provide, cooperative, training, employment, council"
Topic_7,1942,COHA,"labor, government, international, work, worker, reconstruction, industrial, service, industry, national, council, measure, cooperative, provide, economic"
Topic_7,1942,HBR,"labor, government, international, work, worker, industry, industrial, service, measure, provide, cooperative, reconstruction, economic, training, regard"
Topic_7,1942,ILR,"labor, reconstruction, international, worker, government, cooperative, industrial, council, work, measure, training, provide, regard, social, employment"
Topic_7,1947,Shared,"labor, international, work, worker, country, government, report, social, conference, economic, union, wage, employment, industry, condition"
Topic_7,1947,COHA,"labor, international, work, government, worker, country, report, conference, social, union, economic, state, year, national, industry"
Topic_7,1947,HBR,"labor, work, international, government, worker, country, report, social, economic, union, conference, industry, year, service, condition"
Topic_7,1947,ILR,"international, labor, worker, work, country, government, social, conference, report, economic, union, condition, employment, industrial, wage"
Topic_7,1952,Shared,"country, labor, worker, work, social, international, economic, industry, government, trade, employment, number, year, national, condition"
Topic_7,1952,COHA,"country, labor, worker, work, government, social, economic, international, industry, trade, national, year, employment, policy, public"
Topic_7,1952,HBR,"country, labor, work, worker, economic, social, government, industry, international, trade, policy, year, national, increase, program"
Topic_7,1952,ILR,"country, labor, worker, work, social, international, economic, employment, trade, industry, government, training, condition, industrial, national"
Topic_7,1957,Shared,"work, country, labor, social, economic, worker, international, union, industry, government, employment, year, industrial, trade, productivity"
Topic_7,1957,COHA,"work, country, labor, economic, social, worker, government, year, union, international, industry, national, industrial, state, employment"
Topic_7,1957,HBR,"work, country, economic, labor, social, worker, government, program, industry, union, year, policy, job, productivity, industrial"
Topic_7,1957,ILR,"labor, country, social, work, economic, worker, international, employment, union, industrial, productivity, trade, technical, industry, government"
Topic_7,1962,Shared,"country, work, labor, worker, social, employment, economic, year, manpower, number, international, service, training, cent, union"
Topic_7,1962,COHA,"country, work, labor, social, worker, year, employment, economic, number, union, government, international, service, manpower, national"
Topic_7,1962,HBR,"work, country, social, labor, economic, year, worker, employment, development, service, manpower, training, government, plan, number"
Topic_7,1962,ILR,"country, labor, employment, social, worker, work, manpower, economic, international, training, rural, cent, development, wage, trade"
Topic_7,1967,Shared,"labor, social, economic, country, work, employment, manpower, education, worker, training, union, international, government, rural, sector"
Topic_7,1967,COHA,"labor, economic, social, country, work, education, employment, union, worker, manpower, government, training, international, organization, state"
Topic_7,1967,HBR,"economic, labor, social, work, country, education, training, organization, government, manpower, union, employment, service, worker, provide"
Topic_7,1967,ILR,"labor, social, economic, country, manpower, employment, training, education, worker, work, rural, sector, international, union, cent"
Topic_7,1972,Shared,"economic, development, country, sector, rural, policy, labor, increase, work, develop, level, job, training, program, study"
Topic_7,1972,COHA,"economic, country, development, policy, work, sector, labor, rural, increase, year, develop, job, level, program, training"
Topic_7,1972,HBR,"development, economic, country, policy, develop, sector, work, job, program, increase, level, system, labor, rural, study"
Topic_7,1972,ILR,"country, economic, rural, sector, development, labor, policy, level, increase, training, work, urban, develop, worker, job"
Topic_7,1977,Shared,"labor, development, develop, sector, economic, rural, social, country, employment, work, policy, job, training, international, level"
Topic_7,1977,COHA,"labor, development, economic, develop, work, country, social, policy, job, sector, rural, employment, international, training, study"
Topic_7,1977,HBR,"development, develop, labor, job, economic, sector, policy, work, social, study, level, country, growth, training, rural"
Topic_7,1977,ILR,"labor, rural, sector, development, economic, employment, social, country, develop, training, international, urban, policy, worker, job"
Topic_7,1982,Shared,"work, labor, employment, worker, international, economic, country, woman, industrial, government, policy, provide, industry, social, wage"
Topic_7,1982,COHA,"work, labor, employment, worker, government, economic, international, country, woman, industrial, policy, provide, industry, service, social"
Topic_7,1982,HBR,"work, labor, employment, economic, government, worker, policy, international, industrial, provide, country, system, woman, service, industry"
Topic_7,1982,ILR,"labor, employment, work, worker, international, economic, country, policy, woman, industrial, social, sector, provide, enterprise, relation"
Topic_7,1987,Shared,"labor, work, worker, training, country, wage, woman, service, employment, policy, union, rate, employee, provide, social"
Topic_7,1987,COHA,"labor, work, worker, training, country, service, policy, woman, wage, union, employment, year, rate, employee, provide"
Topic_7,1987,HBR,"work, labor, training, worker, policy, country, service, woman, employee, market, union, provide, job, year, employment"
Topic_7,1987,ILR,"labor, training, worker, country, work, policy, employment, woman, wage, sector, union, social, economic, international, service"
Topic_7,1992,Shared,"work, labor, worker, employment, enterprise, country, job, market, public, economic, increase, year, level, rate, service"
Topic_7,1992,COHA,"work, labor, worker, country, public, enterprise, year, employment, job, market, economic, increase, level, service, policy"
Topic_7,1992,HBR,"work, market, enterprise, job, labor, worker, country, public, year, economic, employment, increase, level, policy, service"
Topic_7,1992,ILR,"labor, enterprise, work, employment, worker, country, job, economic, market, policy, level, increase, growth, social, economy"
Topic_7,1997,Shared,"work, enterprise, human, labor, worker, job, social, year, public, income, policy, government, man, issue, state"
Topic_7,1997,COHA,"work, human, year, enterprise, public, labor, government, man, state, job, worker, social, policy, issue, people"
Topic_7,1997,HBR,"work, human, enterprise, job, year, labor, public, government, policy, worker, change, issue, social, people, man"
Topic_7,1997,ILR,"enterprise, labor, work, sector, worker, job, social, human, policy, income, economy, country, economic, employment, international"
Topic_7,2002,Shared,"labor, country, work, international, employment, worker, woman, social, income, cent, job, policy, economic, trade, union"
Topic_7,2002,COHA,"labor, country, work, international, employment, worker, woman, social, income, job, policy, cent, economic, trade, union"
Topic_7,2002,HBR,"work, labor, country, international, job, worker, employment, woman, policy, income, social, economic, market, level, cent"
Topic_7,2002,ILR,"labor, country, employment, international, work, worker, social, income, policy, job, cent, economic, woman, level, trade"
Topic_7,2007,Shared,"work, policy, country, labor, job, rate, market, firm, change, public, year, level, pay, industry, service"
Topic_7,2007,COHA,"work, policy, country, public, year, job, change, market, rate, labor, firm, industry, state, pay, level"
Topic_7,2007,HBR,"work, policy, market, change, job, firm, country, year, public, rate, industry, level, labor, pay, service"
Topic_7,2007,ILR,"work, labor, policy, country, job, level, market, employment, firm, rate, worker, change, economic, social, pay"
Topic_7,2012,Shared,"employment, work, worker, policy, standard, model, article, increase, job, social, country, law, level, effect, pay"
Topic_7,2012,COHA,"work, employment, policy, worker, standard, job, law, article, model, country, increase, social, pay, effect, case"
Topic_7,2012,HBR,"work, policy, employment, worker, standard, model, job, increase, article, level, result, country, provide, social, effect"
Topic_7,2012,ILR,"employment, worker, policy, work, standard, model, country, social, job, labor, sector, level, effect, article, increase"
Topic_7,2017,Shared,"work, worker, employee, firm, country, labor, job, violation, employment, difference, service, social, export, outcome, increase"
Topic_7,2017,COHA,"work, worker, employee, country, firm, labor, job, service, difference, employment, violation, social, pay, export, increase"
Topic_7,2017,HBR,"work, employee, firm, job, worker, country, service, labor, difference, employment, social, increase, change, outcome, study"
Topic_7,2017,ILR,"work, labor, worker, country, employment, job, firm, social, violation, employee, difference, workplace, export, outcome, cent"
Topic_8,1922,Shared,"store, price, company, stock, cost, sale, product, profit, sell, result, purchase, operation, year, method, show"
Topic_8,1922,COHA,"store, price, company, stock, cost, sale, product, sell, profit, result, purchase, year, operation, show, man"
Topic_8,1922,HBR,"store, company, price, stock, sale, cost, product, sell, profit, purchase, manufacturer, market, operation, result, line"
